Year,Period ID,Period,Area,Adjusted,Employment
"1994","03","Mar","Beaumont-Port Arthur MSA","Not Adj","169,267"
"1994","04","Apr","Beaumont-Port Arthur MSA","Not Adj","168,470"
"1994","05","May","Beaumont-Port Arthur MSA","Not Adj","169,487"
"1994","06","Jun","Beaumont-Port Arthur MSA","Not Adj","169,554"
"1994","07","Jul","Beaumont-Port Arthur MSA","Not Adj","168,375"
"1994","08","Aug","Beaumont-Port Arthur MSA","Not Adj","168,550"
"1994","09","Sep","Beaumont-Port Arthur MSA","Not Adj","170,269"
"1994","10","Oct","Beaumont-Port Arthur MSA","Not Adj","171,189"
"1994","11","Nov","Beaumont-Port Arthur MSA","Not Adj","170,804"
"1994","12","Dec","Beaumont-Port Arthur MSA","Not Adj","171,734"
"1993","00","Annual","Beaumont-Port Arthur MSA","Not Adj","170,111"
"1993","01","Jan","Beaumont-Port Arthur MSA","Not Adj","168,466"
"1993","02","Feb","Beaumont-Port Arthur MSA","Not Adj","168,875"
"1993","03","Mar","Beaumont-Port Arthur MSA","Not Adj","169,548"
"1993","04","Apr","Beaumont-Port Arthur MSA","Not Adj","169,178"
"1993","05","May","Beaumont-Port Arthur MSA","Not Adj","169,832"
"1993","06","Jun","Beaumont-Port Arthur MSA","Not Adj","170,388"
"1993","07","Jul","Beaumont-Port Arthur MSA","Not Adj","172,072"
"1993","08","Aug","Beaumont-Port Arthur MSA","Not Adj","171,151"
"1993","09","Sep","Beaumont-Port Arthur MSA","Not Adj","169,766"
"1993","10","Oct","Beaumont-Port Arthur MSA","Not Adj","169,870"
"1993","11","Nov","Beaumont-Port Arthur MSA","Not Adj","170,805"
"1993","12","Dec","Beaumont-Port Arthur MSA","Not Adj","171,376"
"1992","00","Annual","Beaumont-Port Arthur MSA","Not Adj","172,219"
"1992","01","Jan","Beaumont-Port Arthur MSA","Not Adj","169,858"
"1992","02","Feb","Beaumont-Port Arthur MSA","Not Adj","169,757"
"1992","03","Mar","Beaumont-Port Arthur MSA","Not Adj","171,170"
"1992","04","Apr","Beaumont-Port Arthur MSA","Not Adj","172,120"
"1992","05","May","Beaumont-Port Arthur MSA","Not Adj","171,931"
"1992","06","Jun","Beaumont-Port Arthur MSA","Not Adj","174,076"
"1992","07","Jul","Beaumont-Port Arthur MSA","Not Adj","174,426"
"1992","08","Aug","Beaumont-Port Arthur MSA","Not Adj","174,111"
"1992","09","Sep","Beaumont-Port Arthur MSA","Not Adj","173,765"
"1992","10","Oct","Beaumont-Port Arthur MSA","Not Adj","172,761"
"1992","11","Nov","Beaumont-Port Arthur MSA","Not Adj","171,446"
"1992","12","Dec","Beaumont-Port Arthur MSA","Not Adj","171,212"
"1991","00","Annual","Beaumont-Port Arthur MSA","Not Adj","170,717"
"1991","01","Jan","Beaumont-Port Arthur MSA","Not Adj","167,094"
"1991","02","Feb","Beaumont-Port Arthur MSA","Not Adj","167,440"
"1991","03","Mar","Beaumont-Port Arthur MSA","Not Adj","169,413"
"1991","04","Apr","Beaumont-Port Arthur MSA","Not Adj","168,673"
"1991","05","May","Beaumont-Port Arthur MSA","Not Adj","168,887"
"1991","06","Jun","Beaumont-Port Arthur MSA","Not Adj","171,428"
"1991","07","Jul","Beaumont-Port Arthur MSA","Not Adj","173,473"
"1991","08","Aug","Beaumont-Port Arthur MSA","Not Adj","172,512"
"1991","09","Sep","Beaumont-Port Arthur MSA","Not Adj","172,873"
"1991","10","Oct","Beaumont-Port Arthur MSA","Not Adj","172,697"
"1991","11","Nov","Beaumont-Port Arthur MSA","Not Adj","172,552"
"1991","12","Dec","Beaumont-Port Arthur MSA","Not Adj","171,563"
"1990","00","Annual","Beaumont-Port Arthur MSA","Not Adj","161,963"
"1990","01","Jan","Beaumont-Port Arthur MSA","Not Adj","158,879"
"1990","02","Feb","Beaumont-Port Arthur MSA","Not Adj","158,621"
"1990","03","Mar","Beaumont-Port Arthur MSA","Not Adj","159,834"
"1990","04","Apr","Beaumont-Port Arthur MSA","Not Adj","161,152"
"1990","05","May","Beaumont-Port Arthur MSA","Not Adj","161,287"
"1990","06","Jun","Beaumont-Port Arthur MSA","Not Adj","162,956"
"1990","07","Jul","Beaumont-Port Arthur MSA","Not Adj","163,621"
"1990","08","Aug","Beaumont-Port Arthur MSA","Not Adj","161,960"
"1990","09","Sep","Beaumont-Port Arthur MSA","Not Adj","162,697"
"1990","10","Oct","Beaumont-Port Arthur MSA","Not Adj","163,950"
"1990","11","Nov","Beaumont-Port Arthur MSA","Not Adj","163,680"
"1990","12","Dec","Beaumont-Port Arthur MSA","Not Adj","164,914"
"2017","01","Jan","Brownsville-Harlingen MSA","Not Adj","154,048"
"2017","02","Feb","Brownsville-Harlingen MSA","Not Adj","154,816"
"2017","03","Mar","Brownsville-Harlingen MSA","Not Adj","156,148"
"2017","04","Apr","Brownsville-Harlingen MSA","Not Adj","156,321"
"2017","05","May","Brownsville-Harlingen MSA","Not Adj","156,110"
"2017","06","Jun","Brownsville-Harlingen MSA","Not Adj","155,048"
"2017","07","Jul","Brownsville-Harlingen MSA","Not Adj","155,645"
"2017","08","Aug","Brownsville-Harlingen MSA","Not Adj","154,257"
"2017","09","Sep","Brownsville-Harlingen MSA","Not Adj","155,215"
"2017","10","Oct","Brownsville-Harlingen MSA","Not Adj","154,405"
"2016","00","Annual","Brownsville-Harlingen MSA","Not Adj","154,098"
"2016","01","Jan","Brownsville-Harlingen MSA","Not Adj","152,213"
"2016","02","Feb","Brownsville-Harlingen MSA","Not Adj","152,737"
"2016","03","Mar","Brownsville-Harlingen MSA","Not Adj","154,303"
"2016","04","Apr","Brownsville-Harlingen MSA","Not Adj","154,306"
"2016","05","May","Brownsville-Harlingen MSA","Not Adj","154,522"
"2016","06","Jun","Brownsville-Harlingen MSA","Not Adj","154,806"
"2016","07","Jul","Brownsville-Harlingen MSA","Not Adj","155,217"
"2016","08","Aug","Brownsville-Harlingen MSA","Not Adj","154,096"
"2016","09","Sep","Brownsville-Harlingen MSA","Not Adj","153,784"
"2016","10","Oct","Brownsville-Harlingen MSA","Not Adj","153,999"
"2016","11","Nov","Brownsville-Harlingen MSA","Not Adj","154,894"
"2016","12","Dec","Brownsville-Harlingen MSA","Not Adj","154,298"
"2015","00","Annual","Brownsville-Harlingen MSA","Not Adj","150,993"
"2015","01","Jan","Brownsville-Harlingen MSA","Not Adj","149,225"
"2015","02","Feb","Brownsville-Harlingen MSA","Not Adj","149,044"
"2015","03","Mar","Brownsville-Harlingen MSA","Not Adj","150,913"
"2015","04","Apr","Brownsville-Harlingen MSA","Not Adj","151,746"
"2015","05","May","Brownsville-Harlingen MSA","Not Adj","152,046"
"2015","06","Jun","Brownsville-Harlingen MSA","Not Adj","151,479"
"2015","07","Jul","Brownsville-Harlingen MSA","Not Adj","151,867"
"2015","08","Aug","Brownsville-Harlingen MSA","Not Adj","150,447"
"2015","09","Sep","Brownsville-Harlingen MSA","Not Adj","150,430"
"2015","10","Oct","Brownsville-Harlingen MSA","Not Adj","151,096"
"2015","11","Nov","Brownsville-Harlingen MSA","Not Adj","151,782"
"2015","12","Dec","Brownsville-Harlingen MSA","Not Adj","151,836"
"2014","00","Annual","Brownsville-Harlingen MSA","Not Adj","152,270"
"2014","01","Jan","Brownsville-Harlingen MSA","Not Adj","151,577"
"2014","02","Feb","Brownsville-Harlingen MSA","Not Adj","152,016"
"2014","03","Mar","Brownsville-Harlingen MSA","Not Adj","153,153"
"2014","04","Apr","Brownsville-Harlingen MSA","Not Adj","153,933"
"2014","05","May","Brownsville-Harlingen MSA","Not Adj","153,451"
"2014","06","Jun","Brownsville-Harlingen MSA","Not Adj","153,588"
"2014","07","Jul","Brownsville-Harlingen MSA","Not Adj","152,695"
"2014","08","Aug","Brownsville-Harlingen MSA","Not Adj","151,109"
"2014","09","Sep","Brownsville-Harlingen MSA","Not Adj","151,586"
"2014","10","Oct","Brownsville-Harlingen MSA","Not Adj","151,414"
"2014","11","Nov","Brownsville-Harlingen MSA","Not Adj","151,629"
"2014","12","Dec","Brownsville-Harlingen MSA","Not Adj","151,094"
"2013","00","Annual","Brownsville-Harlingen MSA","Not Adj","150,666"
"2013","01","Jan","Brownsville-Harlingen MSA","Not Adj","148,384"
"2013","02","Feb","Brownsville-Harlingen MSA","Not Adj","148,534"
"2013","03","Mar","Brownsville-Harlingen MSA","Not Adj","149,452"
"2013","04","Apr","Brownsville-Harlingen MSA","Not Adj","151,339"
"2013","05","May","Brownsville-Harlingen MSA","Not Adj","151,111"
"2013","06","Jun","Brownsville-Harlingen MSA","Not Adj","151,250"
"2013","07","Jul","Brownsville-Harlingen MSA","Not Adj","152,537"
"2013","08","Aug","Brownsville-Harlingen MSA","Not Adj","150,806"
"2013","09","Sep","Brownsville-Harlingen MSA","Not Adj","151,199"
"2013","10","Oct","Brownsville-Harlingen MSA","Not Adj","149,914"
"2013","11","Nov","Brownsville-Harlingen MSA","Not Adj","151,487"
"2013","12","Dec","Brownsville-Harlingen MSA","Not Adj","151,978"
"2012","00","Annual","Brownsville-Harlingen MSA","Not Adj","149,171"
"2012","01","Jan","Brownsville-Harlingen MSA","Not Adj","148,116"
"2012","02","Feb","Brownsville-Harlingen MSA","Not Adj","148,283"
"2012","03","Mar","Brownsville-Harlingen MSA","Not Adj","149,354"
"2012","04","Apr","Brownsville-Harlingen MSA","Not Adj","149,218"
"2012","05","May","Brownsville-Harlingen MSA","Not Adj","148,702"
"2012","06","Jun","Brownsville-Harlingen MSA","Not Adj","149,022"
"2012","07","Jul","Brownsville-Harlingen MSA","Not Adj","149,407"
"2012","08","Aug","Brownsville-Harlingen MSA","Not Adj","148,426"
"2012","09","Sep","Brownsville-Harlingen MSA","Not Adj","149,423"
"2012","10","Oct","Brownsville-Harlingen MSA","Not Adj","149,415"
"2012","11","Nov","Brownsville-Harlingen MSA","Not Adj","150,180"
"2012","12","Dec","Brownsville-Harlingen MSA","Not Adj","150,505"
"2011","00","Annual","Brownsville-Harlingen MSA","Not Adj","146,773"
"2011","01","Jan","Brownsville-Harlingen MSA","Not Adj","145,803"
"2011","02","Feb","Brownsville-Harlingen MSA","Not Adj","145,970"
"2011","03","Mar","Brownsville-Harlingen MSA","Not Adj","147,120"
"2011","04","Apr","Brownsville-Harlingen MSA","Not Adj","147,265"
"2011","05","May","Brownsville-Harlingen MSA","Not Adj","146,377"
"2011","06","Jun","Brownsville-Harlingen MSA","Not Adj","146,787"
"2011","07","Jul","Brownsville-Harlingen MSA","Not Adj","146,640"
"2011","08","Aug","Brownsville-Harlingen MSA","Not Adj","146,183"
"2011","09","Sep","Brownsville-Harlingen MSA","Not Adj","146,773"
"2011","10","Oct","Brownsville-Harlingen MSA","Not Adj","146,655"
"2011","11","Nov","Brownsville-Harlingen MSA","Not Adj","147,796"
"2011","12","Dec","Brownsville-Harlingen MSA","Not Adj","147,903"
"2010","00","Annual","Brownsville-Harlingen MSA","Not Adj","144,171"
"2010","01","Jan","Brownsville-Harlingen MSA","Not Adj","142,132"
"2010","02","Feb","Brownsville-Harlingen MSA","Not Adj","142,182"
"2010","03","Mar","Brownsville-Harlingen MSA","Not Adj","142,929"
"2010","04","Apr","Brownsville-Harlingen MSA","Not Adj","144,108"
"2010","05","May","Brownsville-Harlingen MSA","Not Adj","144,109"
"2010","06","Jun","Brownsville-Harlingen MSA","Not Adj","144,179"
"2010","07","Jul","Brownsville-Harlingen MSA","Not Adj","145,005"
"2010","08","Aug","Brownsville-Harlingen MSA","Not Adj","143,972"
"2010","09","Sep","Brownsville-Harlingen MSA","Not Adj","144,249"
"2010","10","Oct","Brownsville-Harlingen MSA","Not Adj","145,130"
"2010","11","Nov","Brownsville-Harlingen MSA","Not Adj","145,955"
"2010","12","Dec","Brownsville-Harlingen MSA","Not Adj","146,106"
"2009","00","Annual","Brownsville-Harlingen MSA","Not Adj","136,689"
"2009","01","Jan","Brownsville-Harlingen MSA","Not Adj","134,778"
"2009","02","Feb","Brownsville-Harlingen MSA","Not Adj","134,464"
"2009","03","Mar","Brownsville-Harlingen MSA","Not Adj","134,457"
"2009","04","Apr","Brownsville-Harlingen MSA","Not Adj","136,993"
"2009","05","May","Brownsville-Harlingen MSA","Not Adj","136,187"
"2009","06","Jun","Brownsville-Harlingen MSA","Not Adj","136,762"
"2009","07","Jul","Brownsville-Harlingen MSA","Not Adj","137,449"
"2009","08","Aug","Brownsville-Harlingen MSA","Not Adj","136,126"
"2009","09","Sep","Brownsville-Harlingen MSA","Not Adj","137,309"
"2009","10","Oct","Brownsville-Harlingen MSA","Not Adj","138,014"
"2009","11","Nov","Brownsville-Harlingen MSA","Not Adj","139,066"
"2009","12","Dec","Brownsville-Harlingen MSA","Not Adj","138,664"
"2008","00","Annual","Brownsville-Harlingen MSA","Not Adj","136,275"
"2008","01","Jan","Brownsville-Harlingen MSA","Not Adj","137,355"
"2008","02","Feb","Brownsville-Harlingen MSA","Not Adj","136,511"
"2008","03","Mar","Brownsville-Harlingen MSA","Not Adj","136,860"
"2008","04","Apr","Brownsville-Harlingen MSA","Not Adj","137,638"
"2008","05","May","Brownsville-Harlingen MSA","Not Adj","136,216"
"2008","06","Jun","Brownsville-Harlingen MSA","Not Adj","135,881"
"2008","07","Jul","Brownsville-Harlingen MSA","Not Adj","137,456"
"2008","08","Aug","Brownsville-Harlingen MSA","Not Adj","134,549"
"2008","09","Sep","Brownsville-Harlingen MSA","Not Adj","134,873"
"2008","10","Oct","Brownsville-Harlingen MSA","Not Adj","136,445"
"2008","11","Nov","Brownsville-Harlingen MSA","Not Adj","136,038"
"2008","12","Dec","Brownsville-Harlingen MSA","Not Adj","135,481"
"2007","00","Annual","Brownsville-Harlingen MSA","Not Adj","134,375"
"2007","01","Jan","Brownsville-Harlingen MSA","Not Adj","134,839"
"2007","02","Feb","Brownsville-Harlingen MSA","Not Adj","133,834"
"2007","03","Mar","Brownsville-Harlingen MSA","Not Adj","134,747"
"2007","04","Apr","Brownsville-Harlingen MSA","Not Adj","134,834"
"2007","05","May","Brownsville-Harlingen MSA","Not Adj","133,301"
"2007","06","Jun","Brownsville-Harlingen MSA","Not Adj","133,422"
"2007","07","Jul","Brownsville-Harlingen MSA","Not Adj","135,151"
"2007","08","Aug","Brownsville-Harlingen MSA","Not Adj","132,728"
"2007","09","Sep","Brownsville-Harlingen MSA","Not Adj","133,141"
"2007","10","Oct","Brownsville-Harlingen MSA","Not Adj","135,169"
"2007","11","Nov","Brownsville-Harlingen MSA","Not Adj","135,963"
"2007","12","Dec","Brownsville-Harlingen MSA","Not Adj","135,374"
"2006","00","Annual","Brownsville-Harlingen MSA","Not Adj","133,567"
"2006","01","Jan","Brownsville-Harlingen MSA","Not Adj","132,426"
"2006","02","Feb","Brownsville-Harlingen MSA","Not Adj","131,659"
"2006","03","Mar","Brownsville-Harlingen MSA","Not Adj","132,284"
"2006","04","Apr","Brownsville-Harlingen MSA","Not Adj","133,555"
"2006","05","May","Brownsville-Harlingen MSA","Not Adj","132,755"
"2006","06","Jun","Brownsville-Harlingen MSA","Not Adj","134,129"
"2006","07","Jul","Brownsville-Harlingen MSA","Not Adj","135,323"
"2006","08","Aug","Brownsville-Harlingen MSA","Not Adj","133,397"
"2006","09","Sep","Brownsville-Harlingen MSA","Not Adj","132,919"
"2006","10","Oct","Brownsville-Harlingen MSA","Not Adj","134,681"
"2006","11","Nov","Brownsville-Harlingen MSA","Not Adj","134,453"
"2006","12","Dec","Brownsville-Harlingen MSA","Not Adj","135,228"
"2005","00","Annual","Brownsville-Harlingen MSA","Not Adj","129,543"
"2005","01","Jan","Brownsville-Harlingen MSA","Not Adj","128,069"
"2005","02","Feb","Brownsville-Harlingen MSA","Not Adj","127,598"
"2005","03","Mar","Brownsville-Harlingen MSA","Not Adj","128,551"
"2005","04","Apr","Brownsville-Harlingen MSA","Not Adj","130,248"
"2005","05","May","Brownsville-Harlingen MSA","Not Adj","129,331"
"2005","06","Jun","Brownsville-Harlingen MSA","Not Adj","129,290"
"2005","07","Jul","Brownsville-Harlingen MSA","Not Adj","129,691"
"2005","08","Aug","Brownsville-Harlingen MSA","Not Adj","129,104"
"2005","09","Sep","Brownsville-Harlingen MSA","Not Adj","129,075"
"2005","10","Oct","Brownsville-Harlingen MSA","Not Adj","131,292"
"2005","11","Nov","Brownsville-Harlingen MSA","Not Adj","130,883"
"2005","12","Dec","Brownsville-Harlingen MSA","Not Adj","131,387"
"2004","00","Annual","Brownsville-Harlingen MSA","Not Adj","129,413"
"2004","01","Jan","Brownsville-Harlingen MSA","Not Adj","130,052"
"2004","02","Feb","Brownsville-Harlingen MSA","Not Adj","129,535"
"2004","03","Mar","Brownsville-Harlingen MSA","Not Adj","129,707"
"2004","04","Apr","Brownsville-Harlingen MSA","Not Adj","130,129"
"2004","05","May","Brownsville-Harlingen MSA","Not Adj","129,644"
"2004","06","Jun","Brownsville-Harlingen MSA","Not Adj","130,225"
"2004","07","Jul","Brownsville-Harlingen MSA","Not Adj","129,877"
"2004","08","Aug","Brownsville-Harlingen MSA","Not Adj","128,618"
"2004","09","Sep","Brownsville-Harlingen MSA","Not Adj","128,523"
"2004","10","Oct","Brownsville-Harlingen MSA","Not Adj","128,955"
"2004","11","Nov","Brownsville-Harlingen MSA","Not Adj","128,574"
"2004","12","Dec","Brownsville-Harlingen MSA","Not Adj","129,111"
"2003","00","Annual","Brownsville-Harlingen MSA","Not Adj","128,600"
"2003","01","Jan","Brownsville-Harlingen MSA","Not Adj","127,800"
"2003","02","Feb","Brownsville-Harlingen MSA","Not Adj","127,190"
"2003","03","Mar","Brownsville-Harlingen MSA","Not Adj","128,314"
"2003","04","Apr","Brownsville-Harlingen MSA","Not Adj","128,191"
"2003","05","May","Brownsville-Harlingen MSA","Not Adj","128,073"
"2003","06","Jun","Brownsville-Harlingen MSA","Not Adj","128,899"
"2003","07","Jul","Brownsville-Harlingen MSA","Not Adj","129,472"
"2003","08","Aug","Brownsville-Harlingen MSA","Not Adj","128,309"
"2003","09","Sep","Brownsville-Harlingen MSA","Not Adj","128,419"
"2003","10","Oct","Brownsville-Harlingen MSA","Not Adj","129,121"
"2003","11","Nov","Brownsville-Harlingen MSA","Not Adj","129,413"
"2003","12","Dec","Brownsville-Harlingen MSA","Not Adj","129,993"
"2002","00","Annual","Brownsville-Harlingen MSA","Not Adj","125,902"
"2002","01","Jan","Brownsville-Harlingen MSA","Not Adj","122,434"
"2002","02","Feb","Brownsville-Harlingen MSA","Not Adj","123,874"
"2002","03","Mar","Brownsville-Harlingen MSA","Not Adj","124,396"
"2002","04","Apr","Brownsville-Harlingen MSA","Not Adj","125,374"
"2002","05","May","Brownsville-Harlingen MSA","Not Adj","125,655"
"2002","06","Jun","Brownsville-Harlingen MSA","Not Adj","125,998"
"2002","07","Jul","Brownsville-Harlingen MSA","Not Adj","126,767"
"2002","08","Aug","Brownsville-Harlingen MSA","Not Adj","126,415"
"2002","09","Sep","Brownsville-Harlingen MSA","Not Adj","127,606"
"2002","10","Oct","Brownsville-Harlingen MSA","Not Adj","127,821"
"2002","11","Nov","Brownsville-Harlingen MSA","Not Adj","127,019"
"2002","12","Dec","Brownsville-Harlingen MSA","Not Adj","127,468"
"2001","00","Annual","Brownsville-Harlingen MSA","Not Adj","120,785"
"2001","01","Jan","Brownsville-Harlingen MSA","Not Adj","120,950"
"2001","02","Feb","Brownsville-Harlingen MSA","Not Adj","120,776"
"2001","03","Mar","Brownsville-Harlingen MSA","Not Adj","121,634"
"2001","04","Apr","Brownsville-Harlingen MSA","Not Adj","121,186"
"2001","05","May","Brownsville-Harlingen MSA","Not Adj","121,188"
"2001","06","Jun","Brownsville-Harlingen MSA","Not Adj","120,120"
"2001","07","Jul","Brownsville-Harlingen MSA","Not Adj","120,078"
"2001","08","Aug","Brownsville-Harlingen MSA","Not Adj","119,909"
"2001","09","Sep","Brownsville-Harlingen MSA","Not Adj","120,620"
"2001","10","Oct","Brownsville-Harlingen MSA","Not Adj","120,056"
"2001","11","Nov","Brownsville-Harlingen MSA","Not Adj","120,577"
"2001","12","Dec","Brownsville-Harlingen MSA","Not Adj","122,322"
"2000","00","Annual","Brownsville-Harlingen MSA","Not Adj","118,477"
"2000","01","Jan","Brownsville-Harlingen MSA","Not Adj","116,499"
"2000","02","Feb","Brownsville-Harlingen MSA","Not Adj","115,936"
"2000","03","Mar","Brownsville-Harlingen MSA","Not Adj","116,870"
"2000","04","Apr","Brownsville-Harlingen MSA","Not Adj","117,295"
"2000","05","May","Brownsville-Harlingen MSA","Not Adj","117,321"
"2000","06","Jun","Brownsville-Harlingen MSA","Not Adj","119,711"
"2000","07","Jul","Brownsville-Harlingen MSA","Not Adj","119,395"
"2000","08","Aug","Brownsville-Harlingen MSA","Not Adj","119,339"
"2000","09","Sep","Brownsville-Harlingen MSA","Not Adj","118,932"
"2000","10","Oct","Brownsville-Harlingen MSA","Not Adj","119,081"
"2000","11","Nov","Brownsville-Harlingen MSA","Not Adj","119,872"
"2000","12","Dec","Brownsville-Harlingen MSA","Not Adj","121,472"
"1999","00","Annual","Brownsville-Harlingen MSA","Not Adj","114,536"
"1999","01","Jan","Brownsville-Harlingen MSA","Not Adj","112,658"
"1999","02","Feb","Brownsville-Harlingen MSA","Not Adj","111,869"
"1999","03","Mar","Brownsville-Harlingen MSA","Not Adj","113,230"
"1999","04","Apr","Brownsville-Harlingen MSA","Not Adj","114,341"
"1999","05","May","Brownsville-Harlingen MSA","Not Adj","114,416"
"1999","06","Jun","Brownsville-Harlingen MSA","Not Adj","116,292"
"1999","07","Jul","Brownsville-Harlingen MSA","Not Adj","116,411"
"1999","08","Aug","Brownsville-Harlingen MSA","Not Adj","115,307"
"1999","09","Sep","Brownsville-Harlingen MSA","Not Adj","113,790"
"1999","10","Oct","Brownsville-Harlingen MSA","Not Adj","115,570"
"1999","11","Nov","Brownsville-Harlingen MSA","Not Adj","115,025"
